heart_rate,spo2,temperature,respiratory_rate,systolic_bp,risk_score_2h,condition_2h,risk_score_6h,condition_6h,risk_score_12h,condition_12h,risk_score_24h,condition_24h
103.3,85.0,35.7,11.6,84.8,0.0885,Risk of hypoxia,0.1018,Risk of hypoxia,0.1217,Risk of hypoxia,0.1616,Risk of hypoxia
93.1,91.6,37.9,11.6,133.9,0.0339,No significant risk,0.039,No significant risk,0.0467,Risk of hypoxia,0.062,Risk of hypoxia
77.6,95.3,38.0,21.4,143.7,0.0254,Risk of hypertension,0.0273,Risk of hypertension,0.03,Risk of hypertension,0.0355,Risk of hypertension
65.6,95.4,36.4,15.5,122.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
108.7,97.6,35.9,21.9,116.3,0.0233,No significant risk,0.0304,No significant risk,0.0411,No significant risk,0.0626,No significant risk
101.0,92.6,37.7,19.4,141.9,0.0279,Risk of hypertension,0.032,Risk of hypertension,0.0381,Risk of hypertension,0.0503,Risk of hypoxia
99.8,77.0,34.2,15.4,79.0,0.1837,Risk of hypoxia,0.2054,Risk of hypoxia,0.2379,Risk of hypoxia,0.3031,Risk of hypoxia
72.1,95.5,37.9,11.0,129.3,0.0148,No significant risk,0.0164,No significant risk,0.019,No significant risk,0.024,No significant risk
82.0,95.2,35.6,19.6,116.7,0.011,No significant risk,0.0118,No significant risk,0.0131,No significant risk,0.0156,No significant risk
136.9,79.8,33.3,26.4,197.0,0.3837,Risk of tachycardia,0.4337,Risk of tachycardia,0.5087,Risk of tachycardia,0.6587,Risk of tachycardia
66.9,92.9,36.2,14.6,112.6,0.0113,No significant risk,0.0134,No significant risk,0.0165,No significant risk,0.0227,No significant risk
67.8,92.3,36.4,22.0,117.4,0.0148,No significant risk,0.0175,No significant risk,0.0216,No significant risk,0.0296,Risk of hypoxia
98.0,80.8,34.4,26.1,137.4,0.121,Risk of hypoxia,0.1385,Risk of hypoxia,0.1647,Risk of hypoxia,0.2172,Risk of hypoxia
99.1,96.4,35.6,21.2,119.6,0.0102,No significant risk,0.011,No significant risk,0.0121,No significant risk,0.0145,No significant risk
84.9,95.7,35.9,15.8,106.8,0.0033,No significant risk,0.0035,No significant risk,0.0039,No significant risk,0.0047,No significant risk
55.9,93.0,35.9,15.2,143.1,0.0373,Risk of hypertension,0.0438,Risk of hypertension,0.0537,Risk of hypertension,0.0734,Risk of bradycardia
76.6,96.6,37.0,12.4,99.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
99.7,97.9,36.3,14.2,98.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
91.9,97.5,36.8,14.7,117.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
72.3,98.3,36.3,16.9,132.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
95.9,95.4,36.5,16.9,118.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
92.0,99.9,36.3,19.2,117.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
57.0,91.6,33.4,31.6,156.0,0.1372,Risk of hypothermia,0.1489,Risk of hypothermia,0.1665,Risk of hypoxia,0.2017,Risk of hypoxia
62.4,96.9,37.0,15.0,113.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
77.4,76.9,39.4,17.2,112.0,0.166,Risk of hypoxia,0.1917,Risk of hypoxia,0.2301,Risk of hypoxia,0.307,Risk of hypoxia
95.9,96.1,36.8,19.0,91.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
86.3,88.8,35.6,26.2,99.3,0.0442,Risk of hypoxia,0.0512,Risk of hypoxia,0.0616,Risk of hypoxia,0.0826,Risk of hypoxia
97.9,95.1,37.0,13.4,109.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
60.7,93.2,36.5,16.6,154.4,0.0461,Risk of hypertension,0.0479,Risk of hypertension,0.0506,Risk of hypertension,0.0561,Risk of hypertension
72.6,96.4,36.3,12.8,137.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
97.2,86.1,37.9,20.8,121.3,0.0623,Risk of hypoxia,0.0728,Risk of hypoxia,0.0884,Risk of hypoxia,0.1197,Risk of hypoxia
53.5,87.4,39.2,25.9,183.9,0.2368,Risk of hypoxia,0.2581,Risk of hypoxia,0.2901,Risk of bradycardia,0.3541,Risk of bradycardia
67.7,97.1,36.5,19.9,94.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
103.6,80.6,36.5,26.2,66.6,0.1657,Risk of hypoxia,0.1829,Risk of hypoxia,0.2088,Risk of hypoxia,0.2606,Risk of hypoxia
85.2,93.3,37.4,14.2,103.0,0.0092,No significant risk,0.0109,No significant risk,0.0134,No significant risk,0.0185,No significant risk
93.9,97.6,35.9,15.6,89.4,0.006,Risk of hypotension,0.0063,Risk of hypotension,0.0067,Risk of hypotension,0.0076,Risk of hypotension
91.0,89.8,35.3,30.5,137.2,0.0477,Risk of hypoxia,0.0544,Risk of hypoxia,0.0643,Risk of hypoxia,0.0843,Risk of hypoxia
44.9,85.8,38.4,23.4,68.1,0.2126,Risk of bradycardia,0.2415,Risk of bradycardia,0.2847,Risk of bradycardia,0.3711,Risk of bradycardia
72.3,80.2,36.4,21.7,168.4,0.1523,Risk of hypoxia,0.1671,Risk of hypoxia,0.1892,Risk of hypoxia,0.2335,Risk of hypoxia
78.6,95.2,36.5,22.8,140.3,0.0008,Risk of hypertension,0.0008,Risk of hypertension,0.0008,Risk of hypertension,0.0008,Risk of hypertension
50.0,97.4,35.8,13.4,94.9,0.0435,Risk of bradycardia,0.0546,Risk of bradycardia,0.0711,Risk of bradycardia,0.1042,Risk of bradycardia
92.1,97.9,37.2,13.9,114.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
138.3,90.3,34.3,28.3,111.9,0.1614,Risk of tachycardia,0.2001,Risk of tachycardia,0.2581,Risk of tachycardia,0.3742,Risk of tachycardia
89.6,95.7,37.3,19.3,89.4,0.0019,Risk of hypotension,0.0019,Risk of hypotension,0.0019,Risk of hypotension,0.0019,Risk of hypotension
93.2,93.8,36.3,11.7,112.2,0.0067,No significant risk,0.008,No significant risk,0.0098,No significant risk,0.0135,No significant risk
70.7,86.2,38.2,6.4,186.6,0.1898,Risk of hypoxia,0.2015,Risk of hypoxia,0.219,Risk of hypoxia,0.2539,Risk of hypoxia
106.5,92.2,35.9,14.5,107.5,0.0343,No significant risk,0.0426,No significant risk,0.0549,No significant risk,0.0796,Risk of hypoxia
36.4,88.5,33.9,29.9,170.1,0.2566,Risk of bradycardia,0.2924,Risk of bradycardia,0.3463,Risk of bradycardia,0.4539,Risk of bradycardia
63.8,95.8,35.9,12.7,125.7,0.0028,No significant risk,0.0031,No significant risk,0.0034,No significant risk,0.004,No significant risk
146.4,87.5,36.8,35.0,138.9,0.1528,Risk of tachycardia,0.1975,Risk of tachycardia,0.2644,Risk of tachycardia,0.3984,Risk of tachycardia
109.1,93.4,35.7,18.9,91.2,0.0373,No significant risk,0.0467,No significant risk,0.0608,No significant risk,0.089,Risk of tachycardia
77.5,95.3,38.0,13.1,109.4,0.0169,No significant risk,0.0188,No significant risk,0.0217,No significant risk,0.0275,No significant risk
84.3,98.6,36.6,14.0,121.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
61.1,94.4,36.6,23.8,140.2,0.0036,Risk of hypertension,0.0042,Risk of hypertension,0.005,Risk of hypertension,0.0067,Risk of hypertension
146.1,90.4,39.3,7.6,126.6,0.2001,Risk of tachycardia,0.2489,Risk of tachycardia,0.3219,Risk of tachycardia,0.4681,Risk of tachycardia
107.9,78.7,35.4,15.2,100.3,0.1248,Risk of hypoxia,0.1487,Risk of hypoxia,0.1845,Risk of hypoxia,0.2562,Risk of hypoxia
83.5,97.1,37.4,21.7,142.4,0.0061,Risk of hypertension,0.0061,Risk of hypertension,0.0061,Risk of hypertension,0.0061,Risk of hypertension
72.5,92.3,37.8,10.9,133.2,0.0261,No significant risk,0.0301,No significant risk,0.036,No significant risk,0.0479,Risk of hypoxia
111.7,94.5,37.5,14.0,104.4,0.0321,No significant risk,0.0421,No significant risk,0.0571,No significant risk,0.087,Risk of tachycardia
114.9,95.1,37.8,21.0,136.7,0.0477,No significant risk,0.061,No significant risk,0.0809,Risk of tachycardia,0.1206,Risk of tachycardia
75.1,93.2,37.9,23.4,133.6,0.0246,No significant risk,0.0281,No significant risk,0.0334,No significant risk,0.0438,No significant risk
69.8,99.9,36.2,18.7,107.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
104.1,92.5,36.4,23.3,130.4,0.0233,No significant risk,0.029,No significant risk,0.0376,No significant risk,0.0548,Risk of hypoxia
129.7,76.3,34.4,20.2,114.7,0.2153,Risk of tachycardia,0.2609,Risk of tachycardia,0.3294,Risk of tachycardia,0.4663,Risk of tachycardia
100.8,92.1,37.2,10.0,89.1,0.0209,Risk of hypotension,0.0245,Risk of hypotension,0.0298,Risk of hypotension,0.0404,Risk of hypoxia
104.7,92.9,36.9,19.5,99.9,0.0229,No significant risk,0.0288,No significant risk,0.0376,No significant risk,0.0551,No significant risk
109.2,95.1,35.9,18.8,123.5,0.025,No significant risk,0.0326,No significant risk,0.044,No significant risk,0.0668,Risk of tachycardia
63.6,95.8,36.2,14.1,112.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
107.9,95.7,37.7,17.4,90.8,0.0257,No significant risk,0.0327,No significant risk,0.0434,No significant risk,0.0646,No significant risk
103.4,93.2,35.7,14.6,110.3,0.0254,No significant risk,0.0305,No significant risk,0.0382,No significant risk,0.0536,No significant risk
58.8,93.5,37.2,15.4,126.1,0.0129,No significant risk,0.0157,No significant risk,0.0199,No significant risk,0.0282,No significant risk
85.7,93.5,36.8,10.3,113.1,0.0083,No significant risk,0.0098,No significant risk,0.0121,No significant risk,0.0166,No significant risk
61.8,93.5,36.0,11.0,107.6,0.008,No significant risk,0.0095,No significant risk,0.0117,No significant risk,0.0161,No significant risk
79.2,84.7,37.6,24.8,193.2,0.1924,Risk of hypoxia,0.203,Risk of hypoxia,0.219,Risk of hypoxia,0.2508,Risk of hypoxia
134.2,95.0,34.6,23.9,184.8,0.2302,Risk of tachycardia,0.2604,Risk of tachycardia,0.3057,Risk of tachycardia,0.3962,Risk of tachycardia
113.5,92.6,36.6,23.7,109.7,0.0457,No significant risk,0.0589,No significant risk,0.0787,No significant risk,0.1184,Risk of tachycardia
38.8,89.6,39.5,17.1,67.9,0.2576,Risk of bradycardia,0.2938,Risk of bradycardia,0.3481,Risk of bradycardia,0.4567,Risk of bradycardia
95.7,98.6,36.2,12.4,130.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
50.1,81.3,38.5,21.2,194.1,0.2829,Risk of bradycardia,0.311,Risk of bradycardia,0.3531,Risk of bradycardia,0.4374,Risk of bradycardia
94.0,95.1,37.9,15.6,99.9,0.0126,No significant risk,0.0141,No significant risk,0.0162,No significant risk,0.0205,No significant risk
105.4,95.0,36.4,17.6,93.7,0.0131,No significant risk,0.0175,No significant risk,0.024,No significant risk,0.0371,No significant risk
71.2,98.0,36.9,18.6,136.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
98.1,92.4,35.6,11.7,114.2,0.0233,No significant risk,0.0266,No significant risk,0.0315,No significant risk,0.0413,Risk of hypoxia
71.5,98.2,36.5,16.5,110.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
63.0,96.2,36.2,16.9,129.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
75.2,96.9,36.1,11.7,117.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
89.0,96.3,35.6,16.0,100.5,0.0093,No significant risk,0.01,No significant risk,0.0111,No significant risk,0.0133,No significant risk
144.1,80.9,33.7,13.3,79.0,0.2805,Risk of tachycardia,0.3346,Risk of tachycardia,0.4156,Risk of tachycardia,0.5777,Risk of tachycardia
85.0,97.8,36.5,13.1,95.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
67.7,98.8,36.2,20.0,116.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
73.2,96.1,36.7,14.6,102.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
71.4,84.2,35.5,8.5,90.1,0.0738,Risk of hypoxia,0.0858,Risk of hypoxia,0.1037,Risk of hypoxia,0.1395,Risk of hypoxia
87.7,97.0,37.0,17.7,99.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
98.3,95.8,37.0,20.4,88.7,0.0044,Risk of hypotension,0.0044,Risk of hypotension,0.0044,Risk of hypotension,0.0044,Risk of hypotension
69.1,87.0,34.7,30.3,129.9,0.0778,Risk of hypoxia,0.0884,Risk of hypoxia,0.1043,Risk of hypoxia,0.1361,Risk of hypoxia
101.6,97.4,37.3,12.1,140.5,0.0052,Risk of hypertension,0.0065,Risk of hypertension,0.0085,Risk of hypertension,0.0123,Risk of hypertension
89.6,97.5,36.1,13.4,118.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
90.9,88.3,36.2,23.7,176.0,0.1268,Risk of hypoxia,0.1335,Risk of hypoxia,0.1435,Risk of hypoxia,0.1636,Risk of hypoxia
87.8,98.9,36.6,14.6,90.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
76.0,82.5,35.4,20.5,159.8,0.1352,Risk of hypoxia,0.149,Risk of hypoxia,0.1697,Risk of hypoxia,0.211,Risk of hypoxia
84.1,88.9,38.0,14.6,78.0,0.0925,Risk of hypoxia,0.1008,Risk of hypoxia,0.1131,Risk of hypoxia,0.1379,Risk of hypoxia
119.6,88.6,33.4,29.7,141.4,0.1531,Risk of hypoxia,0.1804,Risk of tachycardia,0.2213,Risk of tachycardia,0.3031,Risk of tachycardia
156.8,95.1,39.0,6.3,184.6,0.3005,Risk of tachycardia,0.352,Risk of tachycardia,0.4291,Risk of tachycardia,0.5834,Risk of tachycardia
94.0,96.4,36.8,12.3,128.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
76.4,99.1,36.9,12.0,110.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
86.9,99.8,36.8,13.8,107.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
63.0,86.8,35.8,28.3,182.1,0.1555,Risk of hypoxia,0.1641,Risk of hypoxia,0.177,Risk of hypoxia,0.2028,Risk of hypoxia
92.9,95.3,36.2,13.8,120.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
92.4,95.3,36.2,14.7,95.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
76.0,96.3,37.9,20.5,96.7,0.0135,No significant risk,0.015,No significant risk,0.0173,No significant risk,0.0219,No significant risk
84.0,85.0,36.0,14.1,185.8,0.1711,Risk of hypoxia,0.1812,Risk of hypoxia,0.1964,Risk of hypoxia,0.2269,Risk of hypoxia
87.6,93.4,37.5,20.8,104.3,0.0086,No significant risk,0.0101,No significant risk,0.0125,No significant risk,0.0172,No significant risk
95.8,95.4,37.0,18.0,90.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
80.5,94.6,37.6,10.3,101.3,0.0073,No significant risk,0.0083,No significant risk,0.0098,No significant risk,0.0127,No significant risk
61.4,96.4,37.2,14.2,123.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
84.1,99.9,36.4,18.8,139.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
70.1,96.0,37.6,12.4,114.4,0.004,No significant risk,0.0044,No significant risk,0.0051,No significant risk,0.0064,No significant risk
68.4,97.2,36.6,14.7,124.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.2,97.6,36.6,14.4,92.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
103.1,97.1,36.1,18.4,140.6,0.009,Risk of hypertension,0.0114,Risk of hypertension,0.0151,Risk of hypertension,0.0225,Risk of hypertension
110.6,97.4,36.0,13.6,96.7,0.0254,No significant risk,0.0339,No significant risk,0.0466,No significant risk,0.072,Risk of tachycardia
96.3,99.7,36.2,16.7,118.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
91.1,97.7,35.9,11.7,87.2,0.0114,Risk of hypotension,0.0115,Risk of hypotension,0.0117,Risk of hypotension,0.0122,Risk of hypotension
71.9,94.6,36.8,20.6,110.5,0.0023,No significant risk,0.0027,No significant risk,0.0033,No significant risk,0.0046,No significant risk
103.7,97.1,36.1,14.4,138.6,0.009,No significant risk,0.012,No significant risk,0.0165,No significant risk,0.0255,No significant risk
73.0,97.2,36.3,13.4,111.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
140.0,95.6,33.5,12.3,167.1,0.2285,Risk of tachycardia,0.2655,Risk of tachycardia,0.3209,Risk of tachycardia,0.4319,Risk of tachycardia
71.3,93.2,36.2,16.0,96.5,0.0097,No significant risk,0.0115,No significant risk,0.0141,No significant risk,0.0194,No significant risk
48.4,95.7,38.9,18.3,164.9,0.1561,Risk of bradycardia,0.174,Risk of bradycardia,0.2008,Risk of bradycardia,0.2545,Risk of bradycardia
63.9,94.0,36.8,18.9,120.3,0.0053,No significant risk,0.0063,No significant risk,0.0077,No significant risk,0.0106,No significant risk
78.8,95.0,36.6,17.6,142.7,0.0069,Risk of hypertension,0.0069,Risk of hypertension,0.0069,Risk of hypertension,0.0069,Risk of hypertension
97.0,95.6,37.1,18.1,86.7,0.0108,Risk of hypotension,0.0108,Risk of hypotension,0.0108,Risk of hypotension,0.0108,Risk of hypotension
39.2,83.3,33.7,8.8,172.1,0.284,Risk of bradycardia,0.3224,Risk of bradycardia,0.38,Risk of bradycardia,0.4953,Risk of bradycardia
102.1,93.6,36.1,13.5,125.0,0.0125,No significant risk,0.0155,No significant risk,0.02,No significant risk,0.0291,No significant risk
91.5,83.0,39.8,9.4,130.7,0.148,Risk of hypoxia,0.1693,Risk of hypoxia,0.2012,Risk of hypoxia,0.2651,Risk of hypoxia
56.4,93.6,35.6,22.3,124.5,0.0328,No significant risk,0.0389,No significant risk,0.0481,No significant risk,0.0664,Risk of bradycardia
100.2,87.6,37.9,32.3,77.4,0.0976,Risk of hypoxia,0.1068,Risk of hypoxia,0.1206,Risk of hypoxia,0.1482,Risk of hypoxia
96.1,97.8,38.0,18.9,97.6,0.016,No significant risk,0.0178,No significant risk,0.0205,No significant risk,0.0259,No significant risk
97.8,97.2,36.3,19.5,95.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
113.2,76.8,35.4,10.3,146.6,0.1643,Risk of hypoxia,0.1943,Risk of hypoxia,0.2392,Risk of hypoxia,0.329,Risk of tachycardia
50.3,97.9,36.4,13.6,99.5,0.0376,Risk of bradycardia,0.048,Risk of bradycardia,0.0635,Risk of bradycardia,0.0946,Risk of bradycardia
100.0,96.5,36.5,19.0,122.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
108.4,96.5,36.1,19.0,145.0,0.0325,Risk of hypertension,0.0392,Risk of hypertension,0.0493,Risk of hypertension,0.0695,Risk of hypertension
97.7,97.8,37.2,11.4,100.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
67.9,97.7,36.5,16.4,130.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
74.8,92.5,37.0,22.1,129.6,0.014,No significant risk,0.0165,No significant risk,0.0203,No significant risk,0.0279,Risk of hypoxia
58.3,96.9,37.9,15.4,132.4,0.0191,No significant risk,0.0223,No significant risk,0.0272,No significant risk,0.0368,No significant risk
82.6,97.0,35.7,17.4,99.0,0.0076,No significant risk,0.0082,No significant risk,0.009,No significant risk,0.0108,No significant risk
91.9,92.2,37.0,14.0,128.5,0.0156,No significant risk,0.0184,No significant risk,0.0227,No significant risk,0.0312,Risk of hypoxia
89.4,98.2,37.2,19.3,104.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
86.2,98.0,36.1,13.0,119.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
148.3,78.2,35.7,7.3,128.4,0.2165,Risk of tachycardia,0.2725,Risk of tachycardia,0.3567,Risk of tachycardia,0.5249,Risk of tachycardia
133.7,85.5,33.7,17.1,190.8,0.321,Risk of tachycardia,0.3622,Risk of tachycardia,0.4239,Risk of tachycardia,0.5475,Risk of tachycardia
72.8,98.7,36.9,19.3,109.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
80.4,97.6,37.4,21.6,93.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
89.1,75.5,33.4,25.7,115.2,0.1744,Risk of hypoxia,0.199,Risk of hypoxia,0.236,Risk of hypoxia,0.31,Risk of hypoxia
126.8,75.5,37.8,11.6,122.0,0.1827,Risk of tachycardia,0.2249,Risk of tachycardia,0.2882,Risk of tachycardia,0.4148,Risk of tachycardia
106.7,94.7,37.5,21.0,111.9,0.0183,No significant risk,0.0241,No significant risk,0.0327,No significant risk,0.0499,No significant risk
95.5,92.2,37.7,20.8,101.2,0.0235,No significant risk,0.0272,No significant risk,0.0328,No significant risk,0.044,Risk of hypoxia
57.4,94.2,35.3,28.1,126.6,0.0333,No significant risk,0.0383,No significant risk,0.0459,No significant risk,0.0609,Risk of hypothermia
54.5,80.7,33.7,31.1,105.0,0.1601,Risk of hypoxia,0.1849,Risk of hypoxia,0.2222,Risk of bradycardia,0.2967,Risk of bradycardia
103.3,97.4,35.8,22.5,97.8,0.014,No significant risk,0.0172,No significant risk,0.0218,No significant risk,0.0312,No significant risk
126.1,75.2,34.5,20.3,121.7,0.2095,Risk of tachycardia,0.2531,Risk of tachycardia,0.3186,Risk of tachycardia,0.4494,Risk of tachycardia
80.0,94.7,36.2,34.0,164.5,0.0631,Risk of hypertension,0.0635,Risk of hypertension,0.0639,Risk of hypertension,0.0649,Risk of hypertension
48.1,87.3,34.0,14.6,149.2,0.1633,Risk of bradycardia,0.1876,Risk of bradycardia,0.2242,Risk of bradycardia,0.2973,Risk of bradycardia
39.9,86.1,37.0,8.3,132.6,0.1264,Risk of bradycardia,0.1567,Risk of bradycardia,0.2021,Risk of bradycardia,0.293,Risk of bradycardia
41.7,91.0,37.0,30.2,94.4,0.0931,Risk of bradycardia,0.1167,Risk of bradycardia,0.1521,Risk of bradycardia,0.223,Risk of bradycardia
46.8,83.5,34.4,31.4,160.2,0.2064,Risk of bradycardia,0.2352,Risk of bradycardia,0.2784,Risk of bradycardia,0.3647,Risk of bradycardia
60.4,96.5,36.3,17.0,123.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
154.0,88.8,33.0,16.4,134.3,0.2405,Risk of tachycardia,0.2958,Risk of tachycardia,0.3787,Risk of tachycardia,0.5446,Risk of tachycardia
89.2,97.8,37.7,11.5,102.3,0.0075,No significant risk,0.0084,No significant risk,0.0097,No significant risk,0.0122,No significant risk
138.0,80.8,38.1,25.5,128.9,0.1912,Risk of tachycardia,0.2383,Risk of tachycardia,0.3089,Risk of tachycardia,0.4503,Risk of tachycardia
95.5,98.4,36.3,17.6,127.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
62.9,95.8,34.1,23.4,153.7,0.0844,Risk of hypothermia,0.0882,Risk of hypothermia,0.094,Risk of hypothermia,0.1056,Risk of hypothermia
80.9,97.3,37.1,17.0,93.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
65.0,99.8,36.9,19.7,91.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
52.9,96.7,36.5,11.3,121.9,0.0275,No significant risk,0.0351,Risk of bradycardia,0.0465,Risk of bradycardia,0.0693,Risk of bradycardia
86.4,98.3,36.9,19.9,109.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
102.3,95.5,35.6,21.8,88.3,0.0216,Risk of hypotension,0.0243,Risk of hypotension,0.0282,Risk of hypotension,0.0362,Risk of hypotension
64.1,95.4,36.1,12.4,112.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
65.1,98.3,36.3,12.2,110.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
70.7,94.7,37.2,18.6,145.9,0.0166,Risk of hypertension,0.0169,Risk of hypertension,0.0174,Risk of hypertension,0.0184,Risk of hypertension
80.7,93.3,37.4,12.0,116.9,0.0095,No significant risk,0.0112,No significant risk,0.0138,No significant risk,0.0189,No significant risk
92.8,97.5,37.9,12.3,102.0,0.0129,No significant risk,0.0144,No significant risk,0.0166,No significant risk,0.021,No significant risk
99.8,84.5,38.0,23.5,196.0,0.2146,Risk of hypoxia,0.2269,Risk of hypoxia,0.2455,Risk of hypoxia,0.2827,Risk of hypoxia
80.3,95.3,37.5,18.6,127.1,0.0008,No significant risk,0.0008,No significant risk,0.001,No significant risk,0.0012,No significant risk
112.3,83.0,37.8,25.1,66.9,0.1847,Risk of hypoxia,0.2079,Risk of hypoxia,0.2427,Risk of hypoxia,0.3123,Risk of tachycardia
98.3,95.0,37.4,16.3,148.9,0.0223,Risk of hypertension,0.0223,Risk of hypertension,0.0223,Risk of hypertension,0.0224,Risk of hypertension
63.7,97.2,36.7,14.8,102.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
74.5,95.8,37.4,20.7,109.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
79.2,97.2,37.7,14.8,91.0,0.007,No significant risk,0.0077,No significant risk,0.0089,No significant risk,0.0113,No significant risk
74.7,97.8,36.8,14.7,123.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
116.5,78.3,37.1,21.7,182.5,0.2377,Risk of hypoxia,0.2675,Risk of hypoxia,0.3123,Risk of tachycardia,0.4019,Risk of tachycardia
77.5,95.6,36.8,20.1,87.6,0.0079,Risk of hypotension,0.0079,Risk of hypotension,0.0079,Risk of hypotension,0.0079,Risk of hypotension
57.9,93.9,37.2,12.2,105.1,0.0142,No significant risk,0.0175,No significant risk,0.0225,No significant risk,0.0326,No significant risk
116.4,76.9,37.0,10.3,99.1,0.1387,Risk of hypoxia,0.1699,Risk of hypoxia,0.2166,Risk of tachycardia,0.3102,Risk of tachycardia
57.1,98.0,35.9,20.9,138.9,0.0134,No significant risk,0.0167,No significant risk,0.0216,No significant risk,0.0314,No significant risk
88.6,93.4,39.7,11.0,129.7,0.0869,Possible fever development,0.0973,Possible fever development,0.113,Possible fever development,0.1444,Possible fever development
84.8,97.9,36.3,18.4,91.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
38.3,88.8,33.6,13.3,162.5,0.2377,Risk of bradycardia,0.272,Risk of bradycardia,0.3233,Risk of bradycardia,0.4259,Risk of bradycardia
80.4,99.6,36.2,18.5,93.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
