heart_rate,spo2,temperature,respiratory_rate,systolic_bp,sleep_hours,stress_level,activity_level,risk_level
75.8,97.9,36.9,18.2,116.5,5.8,0.4,6.3,low
67.4,99.8,36.1,13.0,120.8,8.7,4.5,0.7,low
78.2,95.5,36.8,17.1,135.2,2.2,6.3,3.7,moderate
64.9,96.5,36.5,15.2,115.3,8.5,1.1,6.2,low
131.2,95.1,36.7,23.5,166.9,10.0,8.7,10.0,critical
120.1,93.0,37.0,21.2,166.3,7.7,9.7,8.2,high
98.9,94.8,36.7,18.7,92.0,11.0,2.8,9.0,low
74.2,99.2,36.6,13.8,131.1,5.5,1.2,5.5,low
93.8,96.9,36.8,15.9,156.2,2.7,6.9,5.6,high
84.5,97.8,36.9,22.8,156.6,12.0,8.9,5.7,moderate
84.4,100.0,37.5,19.8,127.6,2.1,4.9,6.3,low
75.5,96.6,37.4,16.6,100.2,5.0,5.2,1.9,low
71.0,97.2,37.0,17.8,107.3,8.0,3.8,2.3,low
103.2,97.2,37.2,23.7,123.5,10.0,7.6,6.0,high
128.6,94.7,37.7,25.2,145.3,2.2,9.3,9.4,critical
93.7,99.4,36.1,19.8,133.3,9.3,3.4,8.0,low
80.3,97.9,36.8,16.0,143.0,4.1,6.4,4.6,moderate
109.9,94.8,36.4,27.0,171.6,2.6,9.7,5.9,critical
70.9,99.6,37.3,15.6,143.1,10.7,6.8,4.6,low
74.2,96.6,36.6,12.6,142.0,3.1,6.8,1.2,moderate
104.6,97.3,36.3,18.9,134.0,3.7,8.8,5.0,high
75.5,95.1,36.8,24.8,132.6,10.1,6.6,4.8,low
89.6,95.7,37.7,18.7,101.6,10.1,7.5,8.1,low
81.9,96.0,37.2,16.4,110.6,6.9,2.8,1.1,low
113.3,96.8,37.0,22.5,147.6,3.9,5.7,9.4,high
89.5,95.6,36.2,15.8,133.6,3.7,2.9,5.8,low
110.4,98.2,37.2,18.5,157.0,4.5,9.8,4.0,critical
95.4,97.5,37.1,17.7,150.1,8.6,8.7,8.0,moderate
76.1,94.5,36.7,16.9,133.0,6.7,3.0,1.9,low
78.2,97.0,36.8,19.9,102.8,10.6,4.3,6.0,low
105.2,97.6,38.2,22.3,139.1,9.3,9.8,1.3,high
95.1,94.6,36.3,23.8,145.1,3.4,6.2,8.7,moderate
80.6,96.4,36.6,12.1,118.8,2.3,3.1,4.9,low
107.8,92.6,36.3,21.0,127.9,2.3,3.6,9.3,high
82.9,96.1,36.6,22.1,114.3,5.0,6.2,9.5,moderate
114.1,96.9,37.0,15.0,133.4,2.5,7.2,0.3,high
77.2,95.2,36.0,18.3,108.5,10.2,3.3,8.1,low
94.7,96.9,35.2,12.3,119.5,5.8,0.1,4.6,moderate
75.9,94.9,37.2,15.1,138.7,4.4,3.0,6.4,low
72.5,97.2,36.5,12.6,111.1,7.2,1.5,2.3,low
88.9,100.0,37.2,20.6,111.9,9.5,5.6,7.7,low
81.6,97.6,36.8,21.4,141.2,10.4,8.7,0.3,low
75.3,98.6,36.7,19.4,133.8,3.0,1.2,4.6,low
81.2,100.0,36.2,11.9,116.4,6.1,3.2,5.9,low
79.3,97.2,36.0,13.7,101.6,10.8,5.1,7.5,low
78.2,100.0,36.9,12.4,123.7,5.8,6.0,3.9,low
100.1,98.0,37.0,22.8,146.5,3.2,7.7,2.6,critical
101.9,96.4,37.7,21.2,154.2,4.2,9.1,2.3,critical
99.3,98.1,36.2,18.9,138.8,3.9,6.9,0.6,moderate
102.2,94.6,36.7,20.7,139.2,5.3,8.2,9.7,high
91.5,95.0,36.6,24.0,121.2,9.3,5.3,9.7,low
92.3,95.4,37.3,16.2,118.3,3.0,2.2,7.2,low
84.8,99.0,36.9,22.6,108.3,5.9,3.3,8.1,low
83.9,100.0,37.0,16.6,158.6,2.7,0.4,2.9,moderate
82.2,95.6,36.6,18.4,87.2,11.9,5.2,7.8,low
112.8,96.1,36.5,24.5,152.0,6.2,10.0,9.0,critical
102.0,97.4,37.2,21.3,134.4,7.5,9.5,8.0,moderate
89.9,99.0,36.1,19.4,118.1,10.4,1.0,9.4,low
68.0,95.2,36.4,19.5,113.0,10.4,5.3,4.5,low
83.5,97.3,36.5,22.3,134.7,7.2,3.1,9.9,low
73.7,98.3,36.6,19.1,139.8,11.8,3.8,1.4,low
81.6,94.8,35.5,19.7,115.4,5.1,6.1,8.8,low
90.6,94.3,36.6,15.8,152.4,5.4,8.3,4.0,moderate
80.1,94.3,36.4,17.1,106.9,11.3,1.2,0.3,low
77.6,95.8,36.6,18.0,141.3,7.6,0.2,5.6,low
86.4,97.0,36.7,17.1,126.8,8.2,5.3,7.2,low
83.3,98.4,36.9,21.5,119.7,2.5,2.7,6.1,low
82.0,96.4,36.1,11.2,114.5,9.2,3.1,3.0,low
100.3,95.8,36.6,21.8,107.7,3.9,4.3,9.6,moderate
84.9,98.5,37.4,18.0,131.8,9.7,6.9,7.8,low
96.9,97.0,37.3,21.6,120.2,11.2,8.9,8.0,low
102.4,95.3,37.0,25.1,160.6,9.6,8.1,3.4,high
73.8,98.3,36.3,19.6,142.3,2.3,0.8,5.7,low
83.0,95.6,35.8,16.4,123.4,11.0,1.4,2.6,low
111.7,90.6,37.9,18.9,143.2,11.7,8.5,1.8,high
102.2,97.6,37.3,23.2,134.7,6.5,6.4,9.5,moderate
95.1,95.3,36.1,15.8,153.0,11.0,8.3,0.1,moderate
84.4,95.3,37.7,22.4,137.7,5.2,4.0,9.6,low
73.3,97.5,37.2,17.1,147.2,11.0,7.3,3.5,low
103.0,95.0,35.9,16.3,123.8,2.0,1.7,9.3,moderate
78.8,97.5,36.3,15.9,120.7,3.2,0.6,0.5,low
97.3,95.9,35.7,22.9,108.8,8.6,1.1,9.1,low
118.3,91.7,36.9,18.4,142.7,6.6,8.5,1.9,high
90.6,96.6,37.4,21.6,93.7,7.3,4.8,9.7,low
78.8,98.4,37.3,18.3,103.3,5.8,3.7,0.2,low
83.1,99.2,36.3,20.5,122.0,5.1,2.4,7.4,low
83.3,98.2,37.8,20.3,143.2,4.6,7.8,3.6,moderate
99.5,91.1,36.7,16.6,138.2,2.7,3.0,8.7,moderate
72.6,98.3,36.7,21.1,118.2,4.0,3.6,1.0,low
71.6,95.8,36.3,20.6,133.6,11.8,0.5,7.9,low
70.7,95.3,36.5,19.3,137.5,12.0,4.7,8.1,low
91.2,98.4,36.6,14.4,134.1,3.0,4.2,5.1,low
79.6,99.5,36.8,20.4,138.5,8.6,7.2,0.7,low
61.2,97.3,37.4,13.6,114.1,4.1,2.9,4.4,low
81.1,99.8,36.8,21.1,116.1,11.9,5.6,4.8,low
64.3,93.3,36.5,14.8,122.2,11.0,2.6,2.4,low
114.4,99.2,36.7,27.1,158.3,4.7,9.4,7.7,critical
74.4,95.3,36.8,18.5,125.9,5.2,2.1,2.5,low
74.4,96.1,36.8,14.9,113.0,11.4,1.0,6.2,low
100.7,94.5,36.5,19.6,161.6,4.8,9.6,7.8,critical
83.0,99.1,37.0,19.8,131.3,4.7,8.0,0.9,moderate
63.1,99.2,37.2,13.2,118.1,7.1,3.3,1.0,low
102.0,96.4,37.1,18.9,157.5,9.5,9.6,1.0,high
108.2,94.5,36.9,20.1,135.7,5.3,6.9,7.9,moderate
97.0,96.5,36.9,23.8,143.0,11.2,8.2,5.0,moderate
67.0,97.5,36.9,22.9,108.8,11.5,4.5,0.9,low
92.9,100.0,35.9,19.6,120.4,3.4,2.4,6.8,low
81.8,95.5,37.6,12.5,127.0,12.0,3.1,7.2,low
95.9,98.0,36.2,21.6,163.9,3.7,9.3,0.6,high
99.0,94.0,37.6,23.5,151.3,4.2,8.6,6.0,high
83.4,98.7,35.9,19.0,141.6,10.2,6.1,0.3,low
68.5,95.4,37.7,15.4,96.2,11.2,4.7,5.3,low
110.9,98.1,36.5,28.5,163.0,7.4,9.6,9.6,critical
81.9,94.4,36.8,18.0,127.3,3.1,5.4,7.6,moderate
77.3,90.4,36.2,16.9,130.4,9.6,3.6,6.9,moderate
100.3,94.4,36.0,20.9,125.4,4.4,1.1,9.3,moderate
93.9,100.0,36.6,13.7,110.5,3.2,0.7,8.5,low
82.1,100.0,36.8,19.2,110.7,5.0,5.6,1.6,low
71.8,98.4,38.0,20.8,161.5,8.5,7.1,1.6,moderate
115.0,95.8,36.9,35.0,168.6,2.6,10.0,9.8,critical
49.7,97.7,37.4,20.2,124.4,10.7,0.7,5.4,low
62.7,100.0,37.2,14.9,132.9,8.7,4.2,3.2,low
67.4,97.1,36.7,15.7,153.9,10.7,6.2,4.9,moderate
83.8,98.6,36.1,16.9,158.6,4.2,6.9,1.8,moderate
83.1,94.1,36.3,16.1,151.8,5.0,7.0,6.2,moderate
72.7,94.7,36.5,16.8,130.4,9.2,5.1,0.8,low
111.4,94.2,37.0,20.0,135.9,5.3,7.0,5.0,moderate
88.3,98.8,36.4,20.7,122.1,2.8,0.3,3.3,low
88.6,96.3,36.1,16.4,109.1,4.2,3.4,1.9,low
94.2,95.0,37.1,20.5,119.0,2.4,4.3,9.6,low
59.6,96.6,35.9,14.5,132.9,9.9,2.6,4.8,low
83.6,96.6,36.6,15.2,117.6,5.8,3.0,3.2,low
88.7,96.3,36.5,21.3,127.2,8.5,5.9,3.4,low
91.5,94.9,36.8,20.9,104.1,4.9,8.0,3.1,moderate
84.1,100.0,36.6,16.7,106.9,6.6,2.1,4.2,low
72.0,100.0,37.1,14.5,121.4,8.6,3.8,5.5,low
121.3,94.3,36.3,24.0,157.8,6.5,8.9,9.1,critical
85.8,100.0,36.6,20.3,139.7,4.9,9.6,2.2,moderate
87.2,95.1,37.0,23.8,120.3,9.5,7.0,7.9,low
106.1,93.6,36.4,19.5,117.1,3.4,1.7,8.8,moderate
82.6,98.9,36.8,17.6,101.7,7.8,5.3,5.6,low
78.7,97.2,36.2,18.4,108.1,5.4,3.2,0.2,low
103.3,98.0,36.3,22.7,142.4,9.5,8.5,3.3,high
59.2,94.9,36.5,19.3,127.7,6.5,3.8,1.8,low
84.9,98.4,37.4,18.0,140.9,11.3,0.2,2.1,low
113.4,94.9,35.9,25.3,145.5,7.8,9.3,9.2,high
77.9,97.1,35.9,13.6,105.8,11.8,0.7,8.2,low
106.8,100.0,36.8,24.8,145.7,10.7,9.7,3.9,high
71.0,96.3,36.4,16.0,105.3,10.6,4.1,5.8,low
77.8,96.9,36.6,15.1,132.5,10.2,2.7,1.4,low
80.8,97.4,36.2,17.1,118.0,9.5,0.7,4.6,low
85.9,98.6,37.1,14.9,123.5,9.1,0.0,2.8,low
130.5,94.8,36.7,23.8,157.0,11.5,9.5,9.0,critical
88.7,95.9,36.8,22.6,144.1,10.0,6.9,7.6,low
90.3,96.6,36.4,17.8,136.7,3.2,1.6,7.2,low
68.9,96.3,36.8,14.9,146.2,11.1,3.1,6.4,low
70.9,95.7,36.7,17.1,132.2,2.4,1.6,7.0,low
80.2,95.7,36.8,21.9,158.4,10.9,9.2,4.9,moderate
132.2,96.2,36.9,26.6,147.3,4.5,9.8,8.5,critical
108.6,94.6,37.3,13.5,154.8,4.6,10.0,2.0,critical
104.2,93.1,35.8,24.9,133.5,2.3,3.8,9.7,moderate
91.7,98.7,36.0,17.5,170.5,4.9,9.5,2.8,high
63.8,97.2,36.4,17.9,131.0,4.6,2.4,4.8,low
79.5,98.7,36.1,13.6,135.2,6.7,5.7,0.3,low
96.2,97.2,35.7,16.0,123.1,3.9,4.1,6.8,low
94.4,99.3,37.1,18.3,135.9,5.9,7.3,2.1,moderate
102.5,96.5,36.8,21.6,111.5,7.6,2.8,9.2,low
76.5,95.6,36.6,23.5,100.1,4.5,1.9,7.6,low
96.6,98.5,36.2,19.4,125.0,3.5,7.8,4.7,moderate
107.0,96.3,36.3,24.2,138.3,3.9,7.6,3.2,critical
84.9,99.7,35.3,18.6,132.4,2.8,2.5,3.1,moderate
79.6,96.3,37.1,19.3,130.9,6.6,7.5,1.3,low
84.3,97.2,36.5,18.0,124.4,4.3,2.7,2.9,low
79.6,95.3,37.0,13.8,132.3,6.0,4.4,0.7,low
93.9,97.6,37.8,16.2,124.6,8.9,7.1,5.5,low
102.9,95.4,35.9,17.9,147.2,6.1,0.1,8.9,low
104.2,98.9,36.4,15.9,166.7,9.6,8.0,7.1,high
79.0,94.9,36.8,17.5,134.7,3.2,0.8,7.0,low
92.3,96.8,36.7,18.9,157.5,8.8,8.9,0.9,moderate
81.4,99.7,37.2,15.4,113.7,10.8,2.3,0.4,low
84.7,95.8,36.2,10.4,113.7,10.4,3.5,6.2,low
76.8,96.3,36.1,15.7,125.1,3.3,4.8,5.1,low
75.7,95.4,36.6,15.9,123.8,3.9,0.6,7.5,low
89.7,97.0,36.7,15.1,112.6,5.5,3.6,8.2,low
78.4,97.0,36.1,19.3,129.8,5.2,2.9,7.7,low
71.6,96.8,36.9,18.8,90.7,11.4,0.0,3.5,low
82.2,98.4,37.1,14.1,117.0,11.0,2.6,3.3,low
97.4,96.9,36.1,23.1,166.8,2.5,9.6,7.2,high
60.5,95.3,36.8,17.1,124.1,9.9,4.4,4.9,low
77.6,96.2,36.0,12.6,118.7,7.4,1.9,5.0,low
88.1,97.5,36.6,15.4,134.4,9.9,6.4,3.2,low
117.2,97.3,36.7,26.0,138.0,4.5,7.7,9.8,critical
89.6,95.7,37.6,20.4,125.2,2.8,7.9,3.7,moderate
69.1,97.5,37.4,18.2,122.6,6.9,3.5,6.5,low
85.7,98.9,37.3,22.1,112.8,10.0,8.3,0.4,moderate
72.3,95.0,36.1,13.8,136.3,4.7,3.1,5.0,low
84.1,95.4,36.9,14.6,137.3,4.4,6.6,2.5,moderate
86.2,93.7,36.5,19.7,121.2,10.9,2.5,8.1,low
82.1,99.6,36.3,19.6,137.2,3.7,7.3,5.9,moderate
82.7,96.5,35.8,13.8,144.9,5.5,7.6,2.6,moderate
68.3,94.1,37.2,14.6,115.9,6.5,3.3,2.0,low
74.0,97.7,36.2,11.0,140.3,5.2,4.7,3.0,low
76.6,99.3,36.1,14.3,153.1,10.8,4.6,2.9,low
99.6,94.7,35.9,27.7,165.0,4.0,8.8,7.8,high
75.1,96.9,36.2,15.6,121.1,2.5,4.7,2.6,low
90.8,94.1,36.5,19.8,145.8,7.1,9.7,6.8,low
81.6,97.0,36.9,11.4,125.2,7.2,6.7,5.9,low
88.5,94.2,36.4,18.3,132.8,4.1,2.7,9.8,low
93.9,98.3,36.5,23.1,155.4,4.4,8.4,8.3,high
71.9,94.1,36.4,14.3,116.9,5.7,4.4,7.9,low
69.1,99.2,36.6,12.5,111.2,5.7,2.6,1.0,low
97.5,95.6,36.6,18.1,138.0,4.9,8.6,5.3,moderate
100.2,91.8,37.1,16.3,118.9,9.2,5.1,4.2,high
74.5,96.2,37.2,16.0,129.2,11.6,4.2,4.2,low
87.9,96.4,36.2,11.6,124.5,10.7,4.8,7.8,low
78.1,94.5,36.6,15.2,131.1,5.4,4.5,1.3,low
80.4,93.1,36.3,13.7,134.6,8.0,7.1,1.1,low
88.7,96.2,36.7,17.5,136.3,5.7,2.0,0.4,low
69.4,97.0,37.3,20.7,113.8,7.1,3.7,1.8,low
55.9,99.4,37.1,18.4,135.4,6.5,0.8,5.2,low
106.6,98.4,36.4,20.8,127.1,6.5,4.4,8.7,low
81.9,96.5,36.4,19.2,130.4,2.4,1.5,3.1,low
79.4,98.7,36.4,19.6,105.4,11.4,4.3,3.2,low
86.9,96.6,36.1,24.9,145.1,6.7,9.4,1.6,moderate
51.5,95.9,37.1,15.2,121.6,6.1,4.9,0.2,low
91.4,98.1,35.6,16.3,145.2,7.2,9.1,4.0,low
79.9,98.2,37.2,17.2,119.3,8.7,7.4,5.2,low
104.6,98.4,36.1,19.9,145.9,3.4,1.3,7.1,moderate
82.7,94.0,36.9,18.0,160.0,3.0,8.3,3.4,high
74.8,100.0,36.7,12.5,147.2,3.7,7.1,3.1,moderate
77.9,98.1,36.2,13.2,119.5,2.7,0.3,4.1,low
85.8,97.4,35.9,12.8,114.7,5.6,2.2,3.0,low
56.6,97.9,38.0,21.5,130.2,8.0,1.6,4.3,low
79.2,98.7,37.0,19.2,105.0,5.8,0.6,0.6,low
85.2,98.2,36.4,20.3,119.1,11.6,5.4,2.2,low
103.0,98.5,36.4,24.2,139.1,6.1,8.0,8.3,high
74.4,99.7,37.3,12.8,110.9,2.1,4.7,1.0,low
69.1,95.4,35.4,15.7,125.3,5.0,4.3,5.9,moderate
101.5,94.6,36.9,20.2,117.3,5.4,4.5,9.8,moderate
81.1,98.0,36.0,13.7,115.7,8.8,3.2,5.4,low
102.4,93.4,36.6,23.5,121.2,10.2,1.5,9.1,moderate
92.5,95.7,37.1,20.2,132.5,5.9,1.8,5.8,low
84.1,97.9,36.4,22.7,151.4,7.8,8.6,4.8,moderate
62.9,98.3,37.1,17.6,109.7,8.8,1.0,4.7,low
68.6,100.0,36.1,15.6,125.9,10.8,0.1,2.6,low
71.2,98.6,36.6,13.1,102.0,9.0,1.7,4.6,low
76.7,96.1,37.0,17.0,106.7,11.1,6.0,3.5,low
94.1,94.5,37.0,20.1,132.1,8.6,6.9,0.2,low
57.6,92.9,36.4,20.4,136.1,8.5,1.4,5.4,moderate
76.7,94.6,36.8,12.7,136.4,11.7,4.3,5.3,low
78.1,94.4,36.4,18.1,133.4,6.6,4.7,1.6,low
69.1,96.5,36.1,18.0,116.1,9.1,1.5,6.7,low
84.8,97.6,36.7,19.5,97.9,6.8,0.3,8.5,low
92.3,97.3,37.0,13.6,111.7,2.3,5.3,4.5,moderate
91.7,95.0,38.1,28.0,142.6,8.5,9.5,8.6,moderate
70.9,98.0,37.2,21.7,126.1,4.2,5.9,5.0,low
82.1,95.0,37.2,24.9,136.4,8.8,9.0,1.2,moderate
95.8,93.5,36.8,24.6,100.9,11.0,3.8,10.0,low
84.4,99.4,36.7,18.8,128.6,8.9,5.6,7.7,low
80.0,97.4,36.7,20.6,148.7,9.4,5.9,4.7,low
81.6,96.1,35.9,14.8,103.5,9.3,4.5,3.6,low
96.6,94.8,36.3,24.7,141.0,10.7,9.8,5.8,moderate
68.1,97.6,36.8,15.5,115.5,6.7,2.2,2.5,low
60.6,93.8,36.2,12.4,124.2,7.3,0.6,6.8,low
89.3,98.7,36.2,14.5,129.7,11.4,7.0,5.8,low
93.4,95.4,36.6,20.3,125.9,10.1,6.1,8.8,low
82.0,100.0,37.0,23.8,165.8,9.8,9.0,5.7,moderate
101.5,97.2,37.0,12.2,113.7,2.5,4.1,5.5,moderate
65.4,98.4,35.9,12.3,114.1,6.1,4.6,3.3,low
83.9,96.9,36.6,24.0,120.4,9.6,7.2,8.9,moderate
97.5,97.4,36.9,20.1,148.4,8.3,8.4,5.4,low
80.2,96.4,36.6,11.1,134.0,7.4,6.4,3.2,low
53.8,92.8,36.4,11.3,132.6,4.0,1.8,3.5,high
97.0,100.0,37.1,21.1,139.8,3.8,8.6,2.0,moderate
86.9,97.1,35.9,22.8,133.8,2.0,1.9,1.9,moderate
98.8,96.6,37.3,14.5,137.1,4.0,0.9,6.7,low
114.4,97.8,36.7,19.4,152.2,2.3,8.6,3.8,critical
75.6,97.2,35.8,20.9,109.6,9.8,4.4,7.5,low
112.8,93.8,36.6,24.3,136.4,7.9,7.8,9.9,high
122.0,95.4,36.7,17.1,141.8,6.1,9.1,1.9,moderate
80.2,95.1,36.2,15.8,125.3,8.4,1.4,6.7,low
100.0,98.4,37.7,21.2,141.4,9.8,9.2,2.0,low
94.6,99.5,37.6,20.2,156.4,3.3,9.0,1.0,high
115.4,95.0,37.4,22.3,149.6,5.3,8.5,9.8,high
82.6,93.8,36.5,16.7,116.5,6.4,1.6,5.8,low
79.7,99.5,37.2,17.5,137.6,7.4,6.7,1.6,low
96.5,100.0,36.9,26.3,137.5,2.2,8.8,5.9,high
86.2,97.5,36.4,15.4,113.9,3.4,3.8,2.6,low
97.3,94.0,36.2,18.6,127.9,9.2,2.9,5.4,low
74.4,98.8,37.7,14.2,134.4,5.3,6.2,1.8,low
102.3,97.1,37.5,17.8,114.8,7.6,3.7,9.2,low
92.0,97.5,36.8,15.6,135.3,6.4,7.8,7.5,low
99.1,97.1,37.1,17.3,145.3,5.4,7.4,6.5,moderate
98.5,92.3,37.2,22.3,149.1,10.1,9.3,6.2,high
84.4,96.0,37.3,17.4,118.3,9.4,0.1,3.4,low
78.0,97.0,36.7,21.4,129.8,7.5,1.9,4.7,low
73.7,95.3,37.4,14.6,114.7,8.5,3.6,4.6,low
61.5,95.1,36.5,20.6,112.8,6.8,4.7,4.2,low
89.6,94.2,36.5,19.5,109.6,4.8,0.0,9.4,low
80.0,98.9,37.2,11.3,112.3,7.5,7.0,3.1,low
89.1,97.4,37.4,19.3,125.0,12.0,8.5,2.4,low
67.3,93.7,36.8,12.5,118.6,5.8,1.5,3.9,low
70.1,97.3,36.3,15.5,124.0,10.9,4.2,4.4,low
78.9,98.3,36.5,14.6,107.5,5.9,5.9,0.9,low
62.9,99.2,36.3,11.8,109.9,8.9,3.5,3.2,low
82.0,99.5,35.4,13.2,119.1,11.1,4.8,2.3,low
85.8,95.1,36.5,16.2,111.2,5.8,3.5,2.8,low
70.7,95.3,35.9,15.4,111.3,6.5,1.7,1.1,low
111.1,94.4,37.3,20.8,169.7,3.2,9.9,4.5,critical
88.3,96.6,36.3,18.1,129.8,9.3,6.4,7.1,low
82.9,97.7,36.1,16.5,117.2,10.5,7.0,2.8,low
68.9,92.7,37.1,18.0,122.2,8.3,2.8,3.8,moderate
107.2,96.6,37.4,19.9,146.1,11.2,9.6,4.7,moderate
123.9,95.9,36.8,26.3,134.6,6.5,6.9,9.8,moderate
85.3,95.0,36.4,19.6,149.1,7.7,7.6,6.6,low
74.3,92.5,34.9,17.2,112.8,2.8,3.9,5.6,high
83.1,98.0,36.1,15.0,117.1,4.9,0.0,0.8,low
87.9,99.7,36.9,17.4,129.4,8.2,6.5,0.6,low
76.7,95.0,37.4,16.3,128.3,3.6,3.3,1.3,low
100.1,91.1,36.7,21.3,121.0,5.2,3.6,8.4,high
94.6,99.3,37.2,25.1,126.8,10.2,7.2,7.8,moderate
85.4,98.4,35.9,20.0,132.4,4.8,6.3,5.2,moderate
105.8,96.0,36.5,19.9,154.6,3.9,9.0,3.3,critical
88.1,100.0,36.1,17.5,127.1,2.8,5.6,4.8,moderate
88.9,97.4,36.5,23.1,140.0,3.5,5.6,7.3,moderate
91.6,97.4,37.3,18.2,142.9,8.0,8.7,6.4,low
70.2,98.1,37.6,11.1,107.6,8.6,6.6,6.7,low
104.5,97.1,36.3,18.8,142.2,6.3,7.0,7.3,moderate
68.1,96.1,36.4,14.1,111.7,7.1,1.2,4.0,low
73.2,99.6,36.2,17.0,117.9,8.7,6.4,1.3,low
89.6,97.9,37.5,11.9,116.4,8.3,4.3,0.5,low
67.2,96.8,37.4,23.5,126.4,8.2,2.8,4.3,low
61.8,96.3,36.2,18.9,136.1,6.6,5.5,5.3,low
103.8,97.0,37.6,25.0,144.0,8.3,9.9,3.4,high
68.7,95.8,36.4,16.9,126.6,5.8,4.6,5.0,low
85.0,97.4,36.2,20.5,142.4,2.2,3.5,8.6,low
89.0,94.2,37.1,14.6,133.8,2.4,6.1,2.3,moderate
83.1,98.2,35.5,13.9,137.3,10.0,3.5,1.9,low
106.9,94.7,36.0,21.8,118.0,8.6,2.8,9.4,low
79.9,98.5,36.9,20.6,115.2,10.3,8.1,0.0,low
96.3,96.1,37.9,20.1,138.5,7.4,7.5,5.6,low
68.0,95.4,36.7,13.5,131.3,2.5,1.1,6.9,low
73.8,95.8,36.5,15.4,133.4,11.6,7.6,8.0,low
63.1,94.9,36.5,21.4,126.9,7.4,1.8,0.6,low
72.8,95.1,36.3,20.6,138.3,2.7,6.6,1.5,moderate
63.1,96.2,36.6,15.4,127.8,5.2,2.8,1.7,low
84.5,98.1,36.6,18.3,96.0,5.3,0.8,3.6,low
85.0,100.0,37.8,24.3,131.9,3.9,8.1,0.4,high
81.6,98.3,36.6,17.7,102.4,7.3,4.3,2.8,low
65.4,98.0,36.8,15.2,119.1,10.7,5.1,3.7,low
84.5,96.7,37.5,23.5,110.4,7.4,7.7,8.8,moderate
76.8,96.4,36.5,15.6,128.4,2.3,2.4,3.7,low
71.0,93.8,35.5,11.3,131.9,6.7,2.1,0.8,low
93.1,95.7,36.5,17.5,123.6,3.2,3.9,4.3,low
102.7,96.6,36.6,30.0,153.6,5.2,8.2,10.0,critical
80.3,97.2,36.3,21.9,126.0,4.6,1.0,5.4,low
86.2,94.5,37.7,24.3,127.8,4.7,9.2,4.3,moderate
75.2,94.4,36.3,14.4,126.7,4.2,1.5,6.6,low
86.8,100.0,36.8,13.6,105.7,5.1,2.5,2.1,low
96.4,96.4,36.5,19.9,138.0,9.2,7.4,2.1,low
85.2,97.7,37.4,16.9,119.5,7.3,7.2,0.9,low
69.1,95.6,36.6,20.6,134.3,2.8,7.8,7.4,moderate
98.3,99.0,37.0,23.7,122.6,3.8,9.6,2.6,high
75.2,96.8,37.2,15.5,129.5,3.7,2.9,5.1,low
82.7,96.7,37.8,17.6,103.7,9.9,0.5,8.9,low
81.8,97.8,37.6,18.8,137.0,11.5,9.1,6.3,low
71.5,95.0,36.8,19.3,101.0,9.9,5.6,5.6,low
80.2,96.9,36.9,14.4,126.2,4.5,5.0,5.6,low
95.6,99.3,37.6,19.1,151.9,6.9,9.7,1.7,moderate
71.4,97.3,36.7,21.3,114.3,4.9,3.4,3.2,low
75.0,98.0,36.6,20.0,118.7,3.0,4.6,5.9,low
91.8,97.2,37.2,19.6,137.2,9.2,0.6,9.3,low
82.7,99.3,36.5,19.7,162.6,2.4,2.5,0.9,moderate
87.6,96.9,35.6,13.3,119.0,5.7,0.6,7.7,low
60.7,97.4,36.9,13.9,110.6,7.2,5.5,2.1,low
71.6,96.0,37.5,13.1,128.2,10.8,3.8,5.6,low
102.6,95.8,36.2,25.2,130.4,5.6,8.3,9.2,high
68.6,95.0,36.1,14.6,127.1,10.3,3.9,4.0,low
72.2,98.3,36.2,21.5,115.1,5.3,2.7,3.8,low
48.7,96.5,35.5,13.8,113.0,11.7,0.9,3.7,low
90.4,97.2,36.9,13.6,108.7,10.8,0.9,1.4,low
104.2,94.9,36.5,25.0,133.3,6.1,5.8,9.9,moderate
95.3,97.7,37.0,22.0,162.7,2.9,9.4,1.6,high
83.2,98.1,35.8,19.4,154.6,9.3,5.9,5.1,moderate
77.9,96.7,36.4,18.0,142.1,10.5,0.3,1.6,low
84.7,98.4,36.6,15.3,117.9,8.9,5.4,2.4,low
78.9,96.4,36.8,18.4,141.7,11.5,6.1,0.4,low
100.4,97.7,36.5,15.1,140.1,3.8,7.5,4.5,high
76.5,93.6,36.6,17.6,103.0,7.6,2.9,4.2,low
88.0,95.4,36.9,16.7,127.9,3.8,5.5,7.1,moderate
69.0,96.2,37.3,20.0,135.7,8.1,3.1,1.0,low
84.8,95.9,36.3,13.3,139.5,7.5,1.8,6.2,low
71.0,98.5,36.2,17.5,114.1,9.2,3.4,5.1,low
107.9,93.4,37.2,22.7,159.6,11.4,9.9,8.6,high
82.8,95.4,36.7,19.0,119.2,6.6,6.4,4.0,low
102.6,97.9,37.2,23.8,137.2,5.3,7.9,7.5,high
96.2,99.5,38.2,20.1,136.7,8.0,9.6,6.5,moderate
89.0,97.7,36.3,19.5,125.3,3.3,0.5,3.3,low
69.7,96.8,36.4,10.0,140.3,5.1,3.7,5.6,low
68.7,96.4,36.5,15.5,139.0,8.7,1.9,1.5,low
68.1,95.2,37.4,15.8,97.8,4.9,0.0,5.6,low
80.6,99.3,36.2,16.4,149.2,3.0,6.4,7.3,moderate
106.4,95.9,37.0,28.1,142.5,7.1,9.2,1.5,high
93.8,94.8,37.4,22.8,157.0,2.0,6.3,4.9,high
